Ch0,timestamp
0.06318068191868785,28.558
1.2300295245539115,39.742
1.4418879804285591,40.122
1.4008834108055763,40.458
1.2205763052359586,40.833999999999996
0.7576490599961622,41.218
0.45483493916536816,41.629999999999995
0.4244230595456685,42.11
0.4764741748286688,42.534
0.4596247068756541,43.01
0.666756845579764,43.534
0.6045692672025104,45.422
0.18573394797520537,47.242
0.5289104845025588,49.11
0.6185688848522557,51.018
1.0423349772687662,52.918
0.8552608227298026,54.782
0.5256796372471073,56.358
1.0842529976744384,58.514
0.9746762119346343,60.23
1.1979930294841723,62.426
1.4848115305037615,64.622
0.5965675103696528,66.974
0.7929628677023117,69.306
0.5647693912805056,71.494
2.8812587718630818,74.078
2.411271969409952,76.658
1.5978243544383992,79.406
1.8259730771216571,82.162
1.4518350404674674,84.894
0.8851902165079614,87.646
0.9325068318666476,90.27
0.7531812385714166,92.822
0.6664048970587486,95.542
1.2969774378401837,98.598
0.533782716519041,101.462
0.3276865020065346,104.654
2.349176733486772,107.826
0.9362643634119872,111.042
1.0475493189730567,114.774
0.44349834671444077,118.454
0.5586248128768879,121.758
0.653124132920845,125.298
0.8720630575282835,128.77400000000003
0.5770567323881526,132.466
0.41497651223395504,136.082
0.39397491267449525,139.938
0.6231296873730543,143.646
1.9699353108370607,147.646
0.8152038829012593,151.606
0.9177110273513982,155.662
0.9789768547527837,159.726
0.42657702497062144,163.89
0.6249704899050438,167.714
0.9896440077877788,171.846
0.702284927157266,176.342
1.9655631956343949,180.498
