Ch0,timestamp
0.3366437221513033,28.578
0.16101192986370785,37.734
0.16113278621891286,38.13
0.16074538367843313,38.466
0.16092906482632527,38.798
0.16164764665591297,39.178
0.1628484268062571,39.562
72.80195227992508,39.99
66.08718871616999,40.414
60.51578960920153,40.842
5.969094123153068,41.36599999999999
6.800474799720479,41.886
9.622394883360622,42.362
7.957416790693251,42.93
19.28354301500681,43.458
16.090639281373797,44.034
15.190984477588211,44.666
0.7913826914684022,45.27
0.9257977344050488,45.938
0.8827814315853627,46.562
0.9761316952673378,47.23
0.6140787669955167,47.906
0.17814976612714994,48.574
0.17426333536636401,49.29
0.20244846351978377,50.006
0.21105288740065017,50.762
1.3451562337362208,51.518
1.381784148566648,52.326
1.3936847191513295,53.17
1.0497748847673798,54.03
0.9493765627390719,54.882
1.0050537245305828,55.81
87.44335548535955,56.71
96.52527594205921,57.646
99.90931724141707,58.55
15.902541802819055,59.502
0.6103331165697645,60.498
0.649434238665154,61.498
0.6480164033592688,62.546
55.610628374683564,63.546
30.363372826200294,64.554
23.023545529433232,65.618
4.250444182519346,66.718
18.526398082560632,67.846
48.968840263544735,68.974
10.280226707548671,70.114
10.248026310034888,71.342
2.0006725167516475,72.574
0.9515417811568335,73.766
0.02950444331886425,74.962
0.03122279943215133,76.23
0.03601796118797942,77.56200000000001
5.754115311421831,78.842
25.585393713653822,80.126
0.016160254101093983,81.414
0.015236675879006744,82.74600000000001
0.020857861975650545,84.086
29.23171471358368,85.46600000000001
67.76682515495362,86.85
5.55167072429124,88.266
5.00628689931983,89.698
5.0829310790213516,91.126
7.993984478039815,92.598
9.714717085106221,94.098
8.945421067247509,95.622
1.190866390279942,97.174
0.0020754088649509255,98.822
0.38493911580779205,103.986
13.40633258366488,109.174
11.07649164888249,114.618
2.389245636511936,120.07
2.1393252624715693,125.558
0.7037965742812974,130.862
1.9791017715189814,135.926
3.9083699355052866,141.282
807.2170130454629,146.618
787.9606175554611,152.17
4.007243071088336,157.47
200.4248395061493,163.242
24.812032166605373,169.166
9.296571612824359,174.802
7.155646558530055,180.438
7.153640999651442,180.498
