Ch0,timestamp
0.1221457540158722,28.57
0.46695405585075184,38.038
0.36499994392326635,38.418
0.5422397320638089,38.754
0.7697372790991646,39.126
0.989806110041801,39.498
1.2743862941560782,39.874
1.7990219187997343,40.298
1.554609890220854,40.722
1.1387389602523688,41.19
1.0638636558756935,41.662
1.2004976989076686,42.169999999999995
2.062617393704214,43.93
0.5727813258025646,45.742
0.7510795580993588,47.55
0.46021357673582564,49.454
0.8444251979212852,51.414
0.8371759162686973,53.414
0.7096201853465914,55.134
0.23199901247145685,57.142
0.7821537208535946,59.202
0.5697847485841692,61.458
0.2540315149218741,63.798
0.5103438897103766,65.802
1.1776930786421445,68.218
0.9574364496616222,70.798
0.5844780431719819,73.214
2.235470253048946,75.886
0.5382970007410782,78.33
0.48678288315080226,80.914
0.7788499426809622,83.302
0.4496672987203225,86.234
0.4691551099785489,88.81
0.48125588882616677,91.814
0.3533143085634444,94.794
0.2717938991812165,97.858
0.26028054089954605,101.018
0.18904991895787426,103.69
0.42703432119984386,106.938
0.650334047725408,110.266
0.39903479158972094,113.61
0.6519152625985101,116.702
0.35167436158495297,120.206
0.47721626461903616,123.506
0.6378638617463457,127.174
0.49394058275263114,130.982
0.3314361876188119,135.042
0.22152490725616664,139.102
0.443615989055064,143.018
0.5089465419316874,146.962
1.218483096302565,150.906
0.47772049057026167,154.718
0.7974659831567292,159.114
0.4766892363102108,163.362
0.257452189193694,167.614
0.8996382258715567,171.99399999999997
0.28930035670807563,176.378
0.9638765532788021,180.498
